state,date,ML,Low_90,High_90,Low_50,High_50
Lazio,2020-06-14 17:00:00,0.79,0.07,1.36,0.46,1.02
Lazio,2020-06-15 17:00:00,0.75,0.03,1.3,0.41000000000000003,0.97
Lazio,2020-06-16 17:00:00,0.74,0.03,1.29,0.41000000000000003,0.97
Lazio,2020-06-17 17:00:00,0.6900000000000001,0.04,1.27,0.36,0.92
Lazio,2020-06-18 17:00:00,0.67,0.0,1.23,0.28,0.85
Lazio,2020-06-19 17:00:00,0.68,0.01,1.25,0.33,0.9
Lazio,2020-06-20 17:00:00,0.72,0.01,1.29,0.37,0.9500000000000001
Lazio,2020-06-21 17:00:00,0.73,0.02,1.31,0.34,0.93
Lazio,2020-06-22 17:00:00,0.73,0.03,1.33,0.38,0.97
Liguria,2020-03-07 18:00:00,3.84,0.98,6.19,2.61,4.8
Liguria,2020-03-08 18:00:00,3.68,1.85,5.33,2.88,4.3100000000000005
Liguria,2020-03-09 18:00:00,3.41,2.0,4.61,2.8000000000000003,3.87
Liguria,2020-03-10 18:00:00,3.22,2.11,4.19,2.69,3.5500000000000003
Liguria,2020-03-11 17:00:00,3.02,2.09,3.8200000000000003,2.61,3.3200000000000003
Liguria,2020-03-12 17:00:00,2.7800000000000002,1.97,3.46,2.43,3.04
Liguria,2020-03-13 17:00:00,2.58,1.8800000000000001,3.19,2.25,2.79
Liguria,2020-03-14 17:00:00,2.38,1.75,2.93,2.07,2.56
Liguria,2020-03-15 17:00:00,2.2600000000000002,1.69,2.77,1.97,2.42
Liguria,2020-03-16 17:00:00,2.15,1.62,2.62,1.92,2.33
Liguria,2020-03-17 17:00:00,2.07,1.56,2.5,1.82,2.21
Liguria,2020-03-18 17:00:00,2.0300000000000002,1.54,2.43,1.78,2.15
Liguria,2020-03-19 17:00:00,1.98,1.53,2.37,1.75,2.1
Liguria,2020-03-20 17:00:00,1.92,1.49,2.29,1.72,2.05
Liguria,2020-03-21 17:00:00,1.83,1.41,2.18,1.62,1.94
Liguria,2020-03-22 17:00:00,1.77,1.3800000000000001,2.12,1.56,1.87
Liguria,2020-03-23 17:00:00,1.6400000000000001,1.26,1.98,1.45,1.75
Liguria,2020-03-24 17:00:00,1.48,1.1,1.81,1.32,1.61
Liguria,2020-03-25 17:00:00,1.3900000000000001,1.02,1.72,1.21,1.5
Liguria,2020-03-26 17:00:00,1.26,0.88,1.58,1.07,1.36
Liguria,2020-03-27 17:00:00,1.17,0.8,1.5,0.99,1.28
Liguria,2020-03-28 17:00:00,1.1300000000000001,0.76,1.46,0.9500000000000001,1.24
Liguria,2020-03-29 17:00:00,1.08,0.6900000000000001,1.4000000000000001,0.91,1.2
Liguria,2020-03-30 17:00:00,1.07,0.68,1.3900000000000001,0.9,1.19
Liguria,2020-03-31 17:00:00,1.05,0.68,1.3900000000000001,0.9,1.19
Liguria,2020-04-01 17:00:00,1.1,0.73,1.44,0.9500000000000001,1.24
Liguria,2020-04-02 17:00:00,1.08,0.7000000000000001,1.41,0.92,1.21
Liguria,2020-04-03 17:00:00,1.05,0.67,1.3800000000000001,0.89,1.18
Liguria,2020-04-04 17:00:00,1.04,0.66,1.37,0.88,1.17
Liguria,2020-04-05 17:00:00,0.98,0.6,1.31,0.8200000000000001,1.11
Liguria,2020-04-06 17:00:00,0.9400000000000001,0.5700000000000001,1.28,0.73,1.03
Liguria,2020-04-07 17:00:00,0.93,0.55,1.27,0.74,1.04
Liguria,2020-04-08 17:00:00,0.89,0.52,1.24,0.7000000000000001,1.0
Liguria,2020-04-09 17:00:00,0.8300000000000001,0.44,1.17,0.65,0.9500000000000001
Liguria,2020-04-10 17:00:00,0.84,0.44,1.18,0.63,0.9400000000000001
Liguria,2020-04-11 17:00:00,0.86,0.48,1.22,0.66,0.97
Liguria,2020-04-12 17:00:00,0.84,0.44,1.19,0.64,0.9500000000000001
Liguria,2020-04-13 17:00:00,0.86,0.44,1.2,0.67,0.98
Liguria,2020-04-14 17:00:00,0.86,0.45,1.21,0.6900000000000001,1.0
Liguria,2020-04-15 17:00:00,0.89,0.49,1.25,0.67,0.99
Liguria,2020-04-16 17:00:00,0.91,0.52,1.28,0.6900000000000001,1.01
Liguria,2020-04-17 17:00:00,0.92,0.5,1.27,0.71,1.03
Liguria,2020-04-18 17:00:00,0.9500000000000001,0.53,1.3,0.74,1.06
Liguria,2020-04-19 17:00:00,0.93,0.51,1.28,0.72,1.04
Liguria,2020-04-20 17:00:00,0.9400000000000001,0.52,1.29,0.73,1.05
Liguria,2020-04-21 17:00:00,0.9500000000000001,0.53,1.3,0.74,1.06
Liguria,2020-04-22 17:00:00,0.9500000000000001,0.54,1.31,0.75,1.07
Liguria,2020-04-23 17:00:00,0.97,0.56,1.33,0.76,1.08
Liguria,2020-04-24 17:00:00,0.9500000000000001,0.54,1.31,0.74,1.06
Liguria,2020-04-25 17:00:00,0.96,0.55,1.32,0.75,1.07
Liguria,2020-04-26 17:00:00,0.97,0.5700000000000001,1.34,0.77,1.09
Liguria,2020-04-27 17:00:00,0.9500000000000001,0.55,1.32,0.75,1.07
Liguria,2020-04-28 17:00:00,0.98,0.58,1.35,0.77,1.09
Liguria,2020-04-29 17:00:00,0.93,0.54,1.31,0.73,1.05
Liguria,2020-04-30 17:00:00,0.88,0.46,1.24,0.6900000000000001,1.01
Liguria,2020-05-01 17:00:00,0.8,0.37,1.16,0.58,0.91
Liguria,2020-05-02 17:00:00,0.75,0.32,1.12,0.54,0.87
Liguria,2020-05-03 17:00:00,0.71,0.28,1.09,0.54,0.87
Liguria,2020-05-04 17:00:00,0.6900000000000001,0.26,1.08,0.48,0.8200000000000001
Liguria,2020-05-05 17:00:00,0.63,0.2,1.03,0.4,0.75
Liguria,2020-05-06 17:00:00,0.59,0.15,0.99,0.39,0.74
Liguria,2020-05-07 17:00:00,0.54,0.08,0.92,0.32,0.68
Liguria,2020-05-08 17:00:00,0.54,0.05,0.91,0.3,0.67
Liguria,2020-05-09 17:00:00,0.56,0.06,0.9400000000000001,0.31,0.6900000000000001
Liguria,2020-05-10 17:00:00,0.56,0.06,0.9500000000000001,0.35000000000000003,0.73
Liguria,2020-05-11 17:00:00,0.58,0.09,1.0,0.35000000000000003,0.74
Liguria,2020-05-12 17:00:00,0.59,0.07,1.0,0.34,0.74
Liguria,2020-05-13 17:00:00,0.64,0.1,1.06,0.43,0.8300000000000001
Liguria,2020-05-14 17:00:00,0.7000000000000001,0.16,1.1400000000000001,0.44,0.85
Liguria,2020-05-15 17:00:00,0.74,0.2,1.19,0.49,0.9
Liguria,2020-05-16 17:00:00,0.74,0.21,1.2,0.5,0.91
Liguria,2020-05-17 17:00:00,0.76,0.22,1.22,0.53,0.9400000000000001
Liguria,2020-05-18 17:00:00,0.76,0.23,1.23,0.48,0.9
Liguria,2020-05-19 17:00:00,0.74,0.18,1.19,0.47000000000000003,0.89
Liguria,2020-05-20 17:00:00,0.75,0.21,1.22,0.49,0.91
Liguria,2020-05-21 17:00:00,0.74,0.18,1.2,0.5,0.92
Liguria,2020-05-22 17:00:00,0.76,0.2,1.23,0.48,0.91
Liguria,2020-05-23 17:00:00,0.77,0.23,1.26,0.5,0.93
Liguria,2020-05-24 17:00:00,0.75,0.17,1.21,0.49,0.92
Liguria,2020-05-25 17:00:00,0.72,0.15,1.19,0.5,0.93
Liguria,2020-05-26 17:00:00,0.7000000000000001,0.13,1.17,0.42,0.86
Liguria,2020-05-27 17:00:00,0.67,0.1,1.1400000000000001,0.43,0.87
Liguria,2020-05-28 17:00:00,0.68,0.11,1.16,0.4,0.85
Liguria,2020-05-29 17:00:00,0.65,0.06,1.11,0.4,0.85
Liguria,2020-05-30 17:00:00,0.67,0.07,1.1400000000000001,0.39,0.85
Liguria,2020-05-31 17:00:00,0.66,0.05,1.12,0.35000000000000003,0.8200000000000001
Liguria,2020-06-01 17:00:00,0.66,0.05,1.1300000000000001,0.37,0.84
Liguria,2020-06-02 17:00:00,0.66,0.04,1.1300000000000001,0.35000000000000003,0.8300000000000001
Liguria,2020-06-03 17:00:00,0.66,0.07,1.16,0.37,0.85
Liguria,2020-06-04 17:00:00,0.62,0.01,1.09,0.34,0.8200000000000001
Liguria,2020-06-05 17:00:00,0.59,0.0,1.07,0.26,0.75
Liguria,2020-06-06 17:00:00,0.5700000000000001,0.0,1.06,0.24,0.73
Liguria,2020-06-07 17:00:00,0.56,0.0,1.06,0.26,0.75
Liguria,2020-06-08 17:00:00,0.55,0.0,1.07,0.2,0.7000000000000001
Liguria,2020-06-09 17:00:00,0.53,0.0,1.07,0.2,0.7000000000000001
Liguria,2020-06-10 17:00:00,0.52,0.0,1.07,0.2,0.7000000000000001
Liguria,2020-06-11 17:00:00,0.5,0.0,1.07,0.19,0.6900000000000001
Liguria,2020-06-12 17:00:00,0.48,0.0,1.07,0.17,0.67
Liguria,2020-06-13 17:00:00,0.41000000000000003,0.0,1.04,0.1,0.59
Liguria,2020-06-14 17:00:00,0.41000000000000003,0.0,1.06,0.09,0.59
Liguria,2020-06-15 17:00:00,0.37,0.0,1.06,0.12,0.61
Liguria,2020-06-16 17:00:00,0.37,0.0,1.08,0.1,0.6
Liguria,2020-06-17 17:00:00,0.38,0.0,1.1,0.09,0.6
Liguria,2020-06-18 17:00:00,0.45,0.0,1.1400000000000001,0.13,0.66
Liguria,2020-06-19 17:00:00,0.46,0.0,1.1500000000000001,0.12,0.66
Liguria,2020-06-20 17:00:00,0.48,0.0,1.17,0.11,0.66
Liguria,2020-06-21 17:00:00,0.54,0.0,1.21,0.16,0.73
Liguria,2020-06-22 17:00:00,0.55,0.0,1.23,0.15,0.73
Lombardia,2020-02-25 18:00:00,1.35,0.1,2.36,0.74,1.73
Lombardia,2020-02-26 18:00:00,2.27,1.37,3.04,1.84,2.5300000000000002
Lombardia,2020-02-27 18:00:00,2.29,1.58,2.88,2.0,2.5300000000000002
Lombardia,2020-02-28 18:00:00,2.24,1.67,2.75,1.95,2.4
Lombardia,2020-02-29 17:00:00,2.2,1.7,2.64,1.95,2.34
Lombardia,2020-03-01 17:00:00,2.2600000000000002,1.8,2.64,2.0300000000000002,2.38
Lombardia,2020-03-02 18:00:00,2.21,1.81,2.57,1.99,2.31
Lombardia,2020-03-03 18:00:00,2.2600000000000002,1.8800000000000001,2.58,2.08,2.37
Lombardia,2020-03-04 17:00:00,2.27,1.9100000000000001,2.56,2.09,2.36
Lombardia,2020-03-05 17:00:00,2.41,2.09,2.69,2.24,2.49
Lombardia,2020-03-06 17:00:00,2.18,1.8800000000000001,2.44,2.04,2.27
Lombardia,2020-03-07 18:00:00,2.25,1.96,2.49,2.1,2.32
Lombardia,2020-03-08 18:00:00,2.23,1.96,2.46,2.09,2.3000000000000003
Lombardia,2020-03-09 18:00:00,2.11,1.85,2.32,1.96,2.16
Lombardia,2020-03-10 18:00:00,2.07,1.82,2.27,1.93,2.12
Lombardia,2020-03-11 17:00:00,1.97,1.74,2.17,1.85,2.0300000000000002
Lombardia,2020-03-12 17:00:00,1.79,1.56,1.98,1.69,1.86
Lombardia,2020-03-13 17:00:00,1.68,1.45,1.86,1.56,1.73
Lombardia,2020-03-14 17:00:00,1.51,1.29,1.69,1.3900000000000001,1.56
Lombardia,2020-03-15 17:00:00,1.54,1.33,1.72,1.45,1.61
Lombardia,2020-03-16 17:00:00,1.46,1.26,1.6400000000000001,1.35,1.51
Lombardia,2020-03-17 17:00:00,1.55,1.36,1.73,1.43,1.59
Lombardia,2020-03-18 17:00:00,1.51,1.3,1.67,1.41,1.56
Lombardia,2020-03-19 17:00:00,1.37,1.17,1.53,1.27,1.42
Lombardia,2020-03-20 17:00:00,1.32,1.11,1.47,1.21,1.36
Lombardia,2020-03-21 17:00:00,1.21,1.02,1.37,1.1,1.25
Lombardia,2020-03-22 17:00:00,1.1500000000000001,0.96,1.31,1.04,1.19
Lombardia,2020-03-23 17:00:00,1.11,0.91,1.26,1.0,1.1500000000000001
Lombardia,2020-03-24 17:00:00,1.02,0.8300000000000001,1.18,0.91,1.06
Lombardia,2020-03-25 17:00:00,0.9400000000000001,0.75,1.1,0.8300000000000001,0.98
Lombardia,2020-03-26 17:00:00,0.81,0.6,0.96,0.7000000000000001,0.85
Lombardia,2020-03-27 17:00:00,0.81,0.61,0.97,0.71,0.86
Lombardia,2020-03-28 17:00:00,0.78,0.6,0.96,0.6900000000000001,0.84
Lombardia,2020-03-29 17:00:00,0.67,0.47000000000000003,0.84,0.59,0.74
Lombardia,2020-03-30 17:00:00,0.63,0.42,0.8,0.51,0.67
Lombardia,2020-03-31 17:00:00,0.5700000000000001,0.35000000000000003,0.74,0.46,0.62
Lombardia,2020-04-01 17:00:00,0.59,0.38,0.77,0.5,0.66
Lombardia,2020-04-02 17:00:00,0.64,0.43,0.8300000000000001,0.52,0.6900000000000001
Lombardia,2020-04-03 17:00:00,0.7000000000000001,0.47000000000000003,0.88,0.58,0.75
Lombardia,2020-04-04 17:00:00,0.77,0.54,0.9500000000000001,0.65,0.8200000000000001
Lombardia,2020-04-05 17:00:00,0.8200000000000001,0.6,1.01,0.71,0.88
Lombardia,2020-04-06 17:00:00,0.78,0.5700000000000001,0.98,0.68,0.85
Lombardia,2020-04-07 17:00:00,0.86,0.62,1.04,0.76,0.93
Lombardia,2020-04-08 17:00:00,0.92,0.6900000000000001,1.11,0.8300000000000001,1.0
Lombardia,2020-04-09 17:00:00,0.97,0.74,1.16,0.87,1.04
Lombardia,2020-04-10 17:00:00,1.02,0.78,1.2,0.91,1.08
Lombardia,2020-04-11 17:00:00,1.01,0.79,1.2,0.9,1.07
Lombardia,2020-04-12 17:00:00,0.98,0.77,1.18,0.88,1.05
Lombardia,2020-04-13 17:00:00,0.89,0.66,1.08,0.79,0.96
Lombardia,2020-04-14 17:00:00,0.8200000000000001,0.59,1.01,0.6900000000000001,0.87
Lombardia,2020-04-15 17:00:00,0.76,0.52,0.9500000000000001,0.64,0.8200000000000001
Lombardia,2020-04-16 17:00:00,0.6900000000000001,0.46,0.89,0.5700000000000001,0.75
Lombardia,2020-04-17 17:00:00,0.6900000000000001,0.45,0.89,0.59,0.77
Lombardia,2020-04-18 17:00:00,0.77,0.55,0.99,0.64,0.8300000000000001
Lombardia,2020-04-19 17:00:00,0.86,0.61,1.06,0.73,0.92
Lombardia,2020-04-20 17:00:00,0.96,0.7000000000000001,1.1500000000000001,0.8200000000000001,1.01
Lombardia,2020-04-21 17:00:00,0.9500000000000001,0.6900000000000001,1.1400000000000001,0.81,1.0
Lombardia,2020-04-22 17:00:00,0.9500000000000001,0.6900000000000001,1.1400000000000001,0.81,1.0
Lombardia,2020-04-23 17:00:00,0.87,0.62,1.07,0.73,0.92
Lombardia,2020-04-24 17:00:00,0.88,0.63,1.08,0.74,0.93
Lombardia,2020-04-25 17:00:00,0.86,0.62,1.07,0.73,0.92
Lombardia,2020-04-26 17:00:00,0.77,0.52,0.98,0.65,0.84
Lombardia,2020-04-27 17:00:00,0.71,0.45,0.92,0.6,0.79
Lombardia,2020-04-28 17:00:00,0.67,0.42,0.89,0.52,0.72
Lombardia,2020-04-29 17:00:00,0.63,0.37,0.85,0.5,0.7000000000000001
Lombardia,2020-04-30 17:00:00,0.66,0.39,0.88,0.54,0.74
Lombardia,2020-05-01 17:00:00,0.63,0.35000000000000003,0.85,0.48,0.6900000000000001
Lombardia,2020-05-02 17:00:00,0.71,0.44,0.9400000000000001,0.5700000000000001,0.78
Lombardia,2020-05-03 17:00:00,0.74,0.46,0.97,0.6,0.81
Lombardia,2020-05-04 17:00:00,0.8,0.52,1.03,0.67,0.88
Lombardia,2020-05-05 17:00:00,0.86,0.59,1.1,0.73,0.9400000000000001
Lombardia,2020-05-06 17:00:00,0.8300000000000001,0.5700000000000001,1.08,0.71,0.92
Lombardia,2020-05-07 17:00:00,0.8200000000000001,0.53,1.05,0.66,0.88
Lombardia,2020-05-08 17:00:00,0.91,0.63,1.1500000000000001,0.76,0.98
Lombardia,2020-05-09 17:00:00,0.87,0.59,1.11,0.72,0.9400000000000001
Lombardia,2020-05-10 17:00:00,0.88,0.61,1.1300000000000001,0.73,0.9500000000000001
Lombardia,2020-05-11 17:00:00,0.81,0.51,1.04,0.66,0.88
Lombardia,2020-05-12 17:00:00,0.78,0.5,1.03,0.64,0.86
Lombardia,2020-05-13 17:00:00,0.75,0.45,0.99,0.62,0.84
Lombardia,2020-05-14 17:00:00,0.6900000000000001,0.38,0.93,0.53,0.76
Lombardia,2020-05-15 17:00:00,0.7000000000000001,0.38,0.9400000000000001,0.55,0.78
Lombardia,2020-05-16 17:00:00,0.64,0.35000000000000003,0.91,0.51,0.74
Lombardia,2020-05-17 17:00:00,0.5,0.17,0.75,0.34,0.58
Lombardia,2020-05-18 17:00:00,0.55,0.23,0.8200000000000001,0.37,0.62
Lombardia,2020-05-19 17:00:00,0.62,0.3,0.9,0.45,0.7000000000000001
Lombardia,2020-05-20 17:00:00,0.71,0.37,0.98,0.55,0.8
Lombardia,2020-05-21 17:00:00,0.71,0.39,1.0,0.5700000000000001,0.8200000000000001
Lombardia,2020-05-22 17:00:00,0.71,0.37,0.99,0.53,0.79
Lombardia,2020-05-23 17:00:00,0.77,0.44,1.06,0.6,0.86
Lombardia,2020-05-24 17:00:00,0.76,0.41000000000000003,1.04,0.59,0.85
Lombardia,2020-05-25 17:00:00,0.8200000000000001,0.47000000000000003,1.1,0.65,0.91
Lombardia,2020-05-26 17:00:00,0.84,0.5,1.1300000000000001,0.67,0.93
Lombardia,2020-05-27 17:00:00,0.86,0.53,1.16,0.7000000000000001,0.96
Lombardia,2020-05-28 17:00:00,0.78,0.43,1.07,0.63,0.89
Lombardia,2020-05-29 17:00:00,0.76,0.43,1.07,0.58,0.85
Lombardia,2020-05-30 17:00:00,0.77,0.42,1.07,0.59,0.86
Lombardia,2020-05-31 17:00:00,0.6900000000000001,0.33,0.99,0.53,0.8
Lombardia,2020-06-01 17:00:00,0.66,0.3,0.97,0.47000000000000003,0.75
Lombardia,2020-06-02 17:00:00,0.63,0.26,0.9400000000000001,0.46,0.74
Lombardia,2020-06-03 17:00:00,0.63,0.26,0.9500000000000001,0.43,0.72
Lombardia,2020-06-04 17:00:00,0.71,0.34,1.04,0.53,0.8200000000000001
Lombardia,2020-06-05 17:00:00,0.76,0.38,1.09,0.59,0.88
Lombardia,2020-06-06 17:00:00,0.81,0.43,1.1400000000000001,0.65,0.9400000000000001
Lombardia,2020-06-07 17:00:00,0.8300000000000001,0.45,1.16,0.67,0.96
Lombardia,2020-06-08 17:00:00,0.86,0.49,1.2,0.65,0.9500000000000001
Lombardia,2020-06-09 17:00:00,0.93,0.56,1.27,0.73,1.03
Lombardia,2020-06-10 17:00:00,0.92,0.54,1.25,0.77,1.06
Lombardia,2020-06-11 17:00:00,1.04,0.65,1.36,0.87,1.16
Lombardia,2020-06-12 17:00:00,1.07,0.71,1.41,0.89,1.18
Lombardia,2020-06-13 17:00:00,1.09,0.71,1.41,0.9,1.19
Lombardia,2020-06-14 17:00:00,1.09,0.72,1.41,0.89,1.18
Lombardia,2020-06-15 17:00:00,1.07,0.7000000000000001,1.3900000000000001,0.92,1.2
Lombardia,2020-06-16 17:00:00,1.0,0.62,1.31,0.85,1.1300000000000001
Lombardia,2020-06-17 17:00:00,0.92,0.54,1.23,0.72,1.01
Lombardia,2020-06-18 17:00:00,0.87,0.52,1.21,0.68,0.97
Lombardia,2020-06-19 17:00:00,0.8300000000000001,0.46,1.16,0.65,0.9400000000000001
Lombardia,2020-06-20 17:00:00,0.78,0.4,1.11,0.62,0.91
Lombardia,2020-06-21 17:00:00,0.8,0.41000000000000003,1.1300000000000001,0.6,0.9
Lombardia,2020-06-22 17:00:00,0.75,0.36,1.09,0.5700000000000001,0.87
Marche,2020-03-02 18:00:00,2.88,0.25,5.07,1.73,3.86
Marche,2020-03-03 18:00:00,2.84,0.9400000000000001,4.55,2.04,3.54
Marche,2020-03-04 17:00:00,2.88,1.36,4.17,2.2600000000000002,3.41
Marche,2020-03-05 17:00:00,2.68,1.46,3.75,2.15,3.09
Marche,2020-03-06 17:00:00,2.5100000000000002,1.46,3.41,2.05,2.85
Marche,2020-03-07 18:00:00,2.44,1.57,3.2600000000000002,2.0100000000000002,2.71
Marche,2020-03-08 18:00:00,2.34,1.56,3.06,1.97,2.59
Marche,2020-03-09 18:00:00,2.32,1.6,2.95,1.96,2.52
Marche,2020-03-10 18:00:00,2.32,1.67,2.89,2.0300000000000002,2.5300000000000002
Marche,2020-03-11 17:00:00,2.36,1.77,2.88,2.07,2.5300000000000002
Marche,2020-03-12 17:00:00,2.2600000000000002,1.7,2.72,2.0,2.42
Marche,2020-03-13 17:00:00,2.14,1.6600000000000001,2.6,1.9000000000000001,2.29
Marche,2020-03-14 17:00:00,2.06,1.58,2.47,1.82,2.19
Marche,2020-03-15 17:00:00,1.94,1.49,2.33,1.71,2.06
Marche,2020-03-16 17:00:00,1.84,1.4000000000000001,2.21,1.6500000000000001,1.98
Marche,2020-03-17 17:00:00,1.73,1.31,2.09,1.54,1.86
Marche,2020-03-18 17:00:00,1.6600000000000001,1.25,2.0100000000000002,1.49,1.8
Marche,2020-03-19 17:00:00,1.56,1.17,1.9100000000000001,1.36,1.67
Marche,2020-03-20 17:00:00,1.46,1.07,1.8,1.28,1.58
Marche,2020-03-21 17:00:00,1.42,1.04,1.76,1.23,1.53
Marche,2020-03-22 17:00:00,1.36,0.99,1.7,1.1500000000000001,1.45
Marche,2020-03-23 17:00:00,1.22,0.84,1.55,1.06,1.35
Marche,2020-03-24 17:00:00,1.1500000000000001,0.77,1.48,0.99,1.28
Marche,2020-03-25 17:00:00,1.07,0.71,1.42,0.87,1.17
Marche,2020-03-26 17:00:00,1.01,0.62,1.34,0.81,1.11
Marche,2020-03-27 17:00:00,0.9500000000000001,0.55,1.28,0.76,1.06
Marche,2020-03-28 17:00:00,0.9400000000000001,0.55,1.28,0.76,1.06
Marche,2020-03-29 17:00:00,0.92,0.52,1.26,0.71,1.02
Marche,2020-03-30 17:00:00,0.89,0.48,1.23,0.6900000000000001,1.0
Marche,2020-03-31 17:00:00,0.87,0.48,1.23,0.68,0.99
Marche,2020-04-01 17:00:00,0.88,0.47000000000000003,1.23,0.71,1.02
Marche,2020-04-02 17:00:00,0.87,0.48,1.24,0.66,0.98
Marche,2020-04-03 17:00:00,0.84,0.43,1.2,0.64,0.96
Marche,2020-04-04 17:00:00,0.87,0.44,1.22,0.67,0.99
Marche,2020-04-05 17:00:00,0.86,0.45,1.23,0.68,1.0
Marche,2020-04-06 17:00:00,0.86,0.43,1.22,0.64,0.97
Marche,2020-04-07 17:00:00,0.88,0.45,1.24,0.66,0.99
Marche,2020-04-08 17:00:00,0.88,0.47000000000000003,1.26,0.66,0.99
Marche,2020-04-09 17:00:00,0.86,0.43,1.23,0.65,0.98
Marche,2020-04-10 17:00:00,0.8200000000000001,0.4,1.2,0.62,0.9500000000000001
Marche,2020-04-11 17:00:00,0.78,0.35000000000000003,1.16,0.55,0.89
Marche,2020-04-12 17:00:00,0.75,0.32,1.1400000000000001,0.54,0.88
Marche,2020-04-13 17:00:00,0.71,0.27,1.1,0.52,0.86
Marche,2020-04-14 17:00:00,0.6900000000000001,0.25,1.09,0.47000000000000003,0.8200000000000001
Marche,2020-04-15 17:00:00,0.64,0.21,1.06,0.4,0.76
Marche,2020-04-16 17:00:00,0.63,0.15,1.02,0.41000000000000003,0.77
Marche,2020-04-17 17:00:00,0.63,0.15,1.03,0.39,0.76
Marche,2020-04-18 17:00:00,0.63,0.16,1.05,0.43,0.8
Marche,2020-04-19 17:00:00,0.62,0.14,1.04,0.38,0.76
Marche,2020-04-20 17:00:00,0.63,0.12,1.04,0.37,0.76
Marche,2020-04-21 17:00:00,0.6,0.1,1.02,0.37,0.76
Marche,2020-04-22 17:00:00,0.61,0.08,1.02,0.36,0.76
Marche,2020-04-23 17:00:00,0.61,0.1,1.04,0.38,0.78
Marche,2020-04-24 17:00:00,0.62,0.09,1.05,0.37,0.78
Marche,2020-04-25 17:00:00,0.63,0.09,1.06,0.35000000000000003,0.77
Marche,2020-04-26 17:00:00,0.63,0.09,1.07,0.37,0.79
Marche,2020-04-27 17:00:00,0.63,0.08,1.07,0.34,0.77
Marche,2020-04-28 17:00:00,0.63,0.06,1.06,0.36,0.79
Marche,2020-04-29 17:00:00,0.59,0.03,1.02,0.35000000000000003,0.78
Marche,2020-04-30 17:00:00,0.62,0.06,1.07,0.35000000000000003,0.79
Marche,2020-05-01 17:00:00,0.61,0.03,1.05,0.31,0.76
Marche,2020-05-02 17:00:00,0.64,0.05,1.09,0.37,0.8200000000000001
Marche,2020-05-03 17:00:00,0.65,0.06,1.11,0.35000000000000003,0.81
Marche,2020-05-04 17:00:00,0.65,0.06,1.12,0.38,0.84
Marche,2020-05-05 17:00:00,0.66,0.06,1.1300000000000001,0.35000000000000003,0.8200000000000001
Marche,2020-05-06 17:00:00,0.7000000000000001,0.07,1.17,0.42,0.89
Marche,2020-05-07 17:00:00,0.7000000000000001,0.09,1.19,0.45,0.92
Marche,2020-05-08 17:00:00,0.7000000000000001,0.07,1.18,0.39,0.87
Marche,2020-05-09 17:00:00,0.68,0.09,1.19,0.39,0.87
Marche,2020-05-10 17:00:00,0.68,0.06,1.17,0.42,0.9
Marche,2020-05-11 17:00:00,0.66,0.03,1.1400000000000001,0.35000000000000003,0.84
Marche,2020-05-12 17:00:00,0.66,0.05,1.16,0.37,0.86
Marche,2020-05-13 17:00:00,0.68,0.04,1.17,0.36,0.86
Marche,2020-05-14 17:00:00,0.65,0.03,1.1500000000000001,0.34,0.84
Marche,2020-05-15 17:00:00,0.63,0.01,1.12,0.32,0.8200000000000001
Marche,2020-05-16 17:00:00,0.62,0.02,1.1300000000000001,0.28,0.79
Marche,2020-05-17 17:00:00,0.59,0.0,1.1,0.24,0.75
Marche,2020-05-18 17:00:00,0.55,0.0,1.08,0.19,0.7000000000000001
Marche,2020-05-19 17:00:00,0.51,0.0,1.06,0.17,0.67
Marche,2020-05-20 17:00:00,0.49,0.0,1.06,0.15,0.65
Marche,2020-05-21 17:00:00,0.46,0.0,1.06,0.12,0.62
Marche,2020-05-22 17:00:00,0.37,0.0,1.04,0.06,0.55
Marche,2020-05-23 17:00:00,0.37,0.0,1.06,0.11,0.6
Marche,2020-05-24 17:00:00,0.32,0.0,1.05,0.06,0.55
Marche,2020-05-25 17:00:00,0.32,0.0,1.07,0.12,0.61
Marche,2020-05-26 17:00:00,0.28,0.0,1.06,0.04,0.53
Marche,2020-05-27 17:00:00,0.25,0.0,1.05,0.04,0.52
Marche,2020-05-28 17:00:00,0.25,0.0,1.07,0.09,0.5700000000000001
Marche,2020-05-29 17:00:00,0.23,0.0,1.06,0.07,0.54
Marche,2020-05-30 17:00:00,0.23,0.0,1.07,0.04,0.52
Marche,2020-05-31 17:00:00,0.24,0.0,1.09,0.02,0.51
Marche,2020-06-01 17:00:00,0.24,0.0,1.1,0.05,0.54
Marche,2020-06-02 17:00:00,0.24,0.0,1.12,0.03,0.53
Marche,2020-06-03 17:00:00,0.24,0.0,1.1300000000000001,0.06,0.56
Marche,2020-06-04 17:00:00,0.24,0.0,1.1500000000000001,0.04,0.55
Marche,2020-06-05 17:00:00,0.25,0.0,1.16,0.02,0.54
Marche,2020-06-06 17:00:00,0.25,0.0,1.17,0.05,0.5700000000000001
Marche,2020-06-07 17:00:00,0.25,0.0,1.19,0.03,0.56
Marche,2020-06-08 17:00:00,0.25,0.0,1.2,0.06,0.59
Marche,2020-06-09 17:00:00,0.25,0.0,1.21,0.04,0.58
Marche,2020-06-10 17:00:00,0.26,0.0,1.22,0.08,0.62
Marche,2020-06-11 17:00:00,0.26,0.0,1.24,0.04,0.59
